Серия,Блеск при 60 град,Условная вязкость,ΔE,ΔL,Δa,Цветовое различие между партиями ΔЕ d/8,Δb,Время сушки,"Пиковая температура металла, °С",Толщина  для грунта,Адгезия,Стойкость к растворителям,Визуальный контроль поверхности,Внешний вид,Количество выкрасок с партии,Unnamed: 16,Степень перетира,Твердого вещества по объему,Грунт,Толщина пленки жидк.,Толщина для эмали/лака/чернил,Теоретический расход,Прочность при изгибе,Стойкость к обратному удару,Твердость по карандашу,Прочность растяжения по Эриксену,Блеск,Плотность,Массовая доля нелетучих веществ
,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение,Значение
п.42020 от 20.06.25 до 20.12.25,"2,30000","97,50000","0,55800","-0,00200","-0,04900",,"-0,55500","33,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,38998",,"49,02159",РРМ 310,"32,63868","16,00000","36,88171","1,5","10,00000",H,"7,00000",,"1,13000","60,30000"
п.42021 от 17.06.25 до 17.12.25,"41,50000","83,00000","0,29300","0,08100","0,12300",,"-0,25400","32,00000","232,00000","6,00000",,"120,00000",Без дефектов,,,"1,56464","25,00000","46,78500",РРМ 310,"38,47387","18,00000","44,49203","1,5","10,00000",H,"7,00000",,"1,16000","63,30000"
п.42022 от 17.06.25 до 17.12.25,"36,50000","88,00000","0,43199","0,16700","-0,01800","0,15100","0,39800","29,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,81810","28,00000","44,08750",РРМ 310,"38,55968","17,00000","47,91902",1,"16,00000",F,"7,00000",,"1,26000","64,50000"
п.42023 от 16.06.25 до 16.12.25,"38,90000","85,00000","0,38000","-0,24000","-0,16700",,"-0,24300","33,00000","232,00000","6,00000","1,00000","110,00000",Без дефектов,,,"2,28994","23,00000","46,75000",РРМ 310,"38,50267","18,00000","57,56828","1,5","10,00000",F,"7,00000",,"1,50000","71,60000"
п.42024 от 17.06.25 до 17.12.25,"13,08000","60,00000",,,,,,"30,00000","224,00000","5,00000",,"15,00000",Без дефектов,Белый цвет жидкого продукта,,"1,59437","17,00000","37,79545",,"13,22911",,"15,21347",,,,,,"1,15000","52,40000"
п.42025 от 16.06.25 до 16.12.25,,"67,00000",,,,,,"29,00000","224,00000","6,00000",,"30,00000",Без дефектов,,,,"18,00000","39,03409",,"15,37118",,,,,,,,"1,16000","53,75000"
п.42026 от 10.06.25 до 10.12.25,,,,,,,,,,,,,,,,,"6,00000",,,,,,,,,,,,
п.42027 от 10.06.25 до 10.12.25,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.42028 от 10.06.25 до 10.12.25,,,,,,,,,,,,,,Соответствует,,,"10,00000",,,,,,,,,,,,
п.42029 от 10.06.25 до 10.06.27,,,"0,63400","-0,21100","0,44800","0,67200","-0,39600",,,,,,,,,,"50,00000",,,,,,,,,"1,90000","66,00000","1,76500","86,50000"
п.42030 от 19.06.25 до 19.12.25,"3,10000","109,50000","0,24200","0,07100","-0,22800",,"-0,03900","41,00000","249,00000","25,00000",,"110,00000",Без дефектов,,,"1,34921",,,Полиуретановый,,"25,00000","63,34311",1,"15,00000",H,"6,00000",,"1,08000","53,25000"
п.42031 от 16.06.25 до 16.12.25,"21,70000","110,00000","0,31000","-0,13400","0,16100",,"0,22800","38,00000","249,00000","24,00000",,"110,00000",Без дефектов,,"2,00000","1,38057",,"47,94545",PPU 331,"50,05689","24,00000","56,06371","0,5","10,00000",H,"6,00000",,"1,12000","59,10000"
п.42034 от 11.06.25 до 11.06.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.42035 от 18.06.25 до 18.12.25,"100,00000","72,00000",,,,,,"12,00000",,"9,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"4,00000",,,,,,,"1,02000","43,10000"
п.42036 от 11.06.25 до 11.12.25,,,,,,,,,,,,,,"Прозрачная, без посторонних включений",,,,,,,,,,,,,,,"78,30000"
п.42037 от 11.06.25 до 11.12.25,,,,,,,,,,,,,,"Прозрачная, без посторонних включений",,,,,,,,,,,,,,,"78,70000"
п.42039 от 11.06.25 до 11.07.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.42040 от 11.06.25 до 11.09.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
п.42042 от 20.06.25 до 20.12.25,"39,00000","95,00000","0,52400","0,26100","-0,11500","0,14100","0,43900","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,90407","30,00000","42,99813",РРМ 310,"41,86229","18,00000","53,01357",1,"16,00000",F,"7,00000",,"1,29000","64,65000"
п.42043 от 16.06.25 до 16.12.25,"33,80000","97,00000","0,25900","-0,14600","0,19900",,"-0,07900","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,62821","26,00000","44,98250",РРМ 310,"45,50626","20,00000","51,93653",1.5,"10,00000",H,"6,00000",,"1,18000","62,70000"
п.42044 от 16.06.25 до 16.06.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,35000",
п.42045 от 17.06.25 до 17.06.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,31000",
п.42046 от 19.06.25 до 19.12.25,"37,90000","101,00000","0,48800","-0,02400","-0,08900",,"-0,47900","38,00000","249,00000","6,00000",,"100,00000",Без дефектов,,,"2,24732","30,00000","31,44830",Полиэфирный 1311Т34 ALBA,"56,83327","18,00000","74,98022",1,"10,00000",HB,"6,00000",,"1,31000","53,95000"
п.42047 от 19.06.25 до 19.12.25,"40,70000","84,00000","0,50205","0,49800","-0,04500",,"-0,04500","33,00000","232,00000","6,12000",,"120,00000",Без дефектов,,,"1,77235","26,00000","42,65125",РРМ 310,"42,20275","18,00000","50,88084","1,5","10,00000",H,"7,00000",,"1,23000","62,70000"
п.42049 от 16.06.25 до 16.12.25,"34,70000","87,00000","0,22600","-0,17200","0,09000",,"-0,11500","33,00000","232,00000","5,00000","1,00000","100,00000",Без дефектов,,,"1,53946","25,00000","42,93500",РРМ 310,"41,92384","18,00000","46,49362","1,5","10,00000",H,"7,00000",,"1,13000","59,60000"
п.42050 от 17.06.25 до 17.06.27,"67,00000",,"0,45800","0,04600","-0,39500",,"-0,22700",,,,,,,,,,"38,00000",,,,,,,,,,,"1,54000",
п.42051 от 20.06.25 до 20.12.25,,"160,00000",,,,,,,,,,,,,,,,,,,,,,,,,,"1,04000",
п.42052 от 11.06.25 до 11.06.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,07000",
п.42053 от 19.06.25 до 19.12.25,"42,40000","89,00000","0,49000","0,25300","-0,40900",,"0,09300","27,00000","232,00000","5,50000",,"120,00000",Без дефектов,,,"1,45627","27,00000","46,99750",РРМ 310,"33,02303","15,52000","36,57163","1,5","10,00000",H,"7,00000",,"1,11000","61,80000"
п.42054 от 11.06.25 до 11.06.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,41000","71,40000"
п.42055 от 17.06.25 до 17.12.25,"38,80000","80,00000","0,34300","-0,16600","-0,26700",,"-0,13800","33,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,98828",,"48,11125",Полиэфирный 1311Т34 ALBA,"37,41329","18,00000","51,34737","1,5","10,00000",F,"6,00000",,"1,37000","69,70000"
п.42056 от 18.06.25 до 18.12.25,"36,40000","114,00000","0,03400","0,02000","0,00800",,"-0,02600","38,00000","249,00000","24,00000",,"110,00000",Без дефектов,,,"1,38257",,"47,75455",PPU 331,"50,25699","24,00000","56,28784","1,5","10,00000",H,,,"1,12000","58,95000"
п.42057 от 18.06.25 до 18.12.25,"35,60000","90,50000","0,29000","-0,22000","0,07000",,"0,17600","33,00000","232,00000","5,15000",,"120,00000",Без дефектов,,,"1,59423","30,00000","46,03375",РРМ 310,"38,90624","17,91000","45,24985","1,5","10,00000",H,"7,00000",,"1,17000","63,10000"
п.42058 от 16.06.25 до 16.12.25,,"69,50000",,,,,,"29,00000","224,00000","6,00000",,"15,00000",Без дефектов,,,"1,60590","14,00000","38,57273",,"15,14109",,"18,04384",,,,,,"1,16000","53,40000"
п.42059 от 24.06.25 до 24.12.25,"45,20000","86,00000","0,22400","-0,08800","0,20500",,"-0,02400","36,00000","232,00000",,,"50,00000",Без дефектов,,,"1,58755","20,00000","43,81307",,"29,62579","13,00000","35,30910",1,"4,00000",F,,,"1,19000","58,45000"
п.42060 от 18.06.25 до 18.12.25,"36,70000","86,00000","0,40600","-0,38900","0,03000",,"-0,11500","33,00000","232,00000","5,01000",,"120,00000",Без дефектов,,,"1,87110","26,00000","44,93313",РРМ 310,"39,56991","17,78000","50,52107","1,5","10,00000",H,"7,00000",,"1,29000","65,85000"
п.42061 от 11.06.25 до 11.12.25,,,,,,,,"62,00000","232,00000",,,,,,,,"6,00000",,,,"19,99000",,,,,,,,
п.42062 от 17.06.25 до 17.12.25,"39,74000","92,00000","0,36300","0,24200","-0,21400",,"0,16700","33,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"2,13027",,"49,34063",Полиэфирный 1311Т34 ALBA,"36,48109","18,00000","53,21986","1,5","10,00000",F,"6,00000",,"1,45000","72,05000"
п.42063 от 16.06.25 до 16.12.25,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,,
п.42064 от 19.06.25 до 19.12.25,,"69,00000",,,,,,"12,00000",,,,"30,00000",Без дефектов,,"3,00000",,,,,,"4,00000",,,,,,,"1,00000","33,50000"
п.42065 от 19.06.25 до 19.12.25,"30,40000","86,00000","0,28100","0,26800","0,05000",,"-0,06700","55,00000","232,00000","6,00000",,"50,00000",Без дефектов,,,"1,57082",,"40,18063",РРМ 310,"44,71911","18,00000","49,04562","1,5","10,00000",H,"7,00000",,"1,13000","57,65000"
п.42066 от 17.06.25 до 17.12.25,"37,10000","86,00000","0,47100","-0,12800","0,40900",,"-0,19400","30,00000","232,00000","5,78000",,"100,00000",Без дефектов,,,"1,63157","23,00000","41,05750",РРМ 310,"44,32288","18,23000","50,11532","1,5","10,00000",H,"7,00000",,"1,16000","59,35000"
п.42067 от 17.06.25 до 17.06.26,,,,,,,,,,,,,,Не соответствует,,,,,,,,,,,,,,,"71,03000"
п.42068 от 17.06.25 до 17.12.25,"36,00000","91,00000","0,48500","-0,38100","-0,13400",,"-0,26800","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,80272","20,00000","42,18500",РРМ 310,"42,66920","18,00000","51,75280","1,5","10,00000",H,"6,00000",,"1,24000","62,70000"
п.42069 от 11.06.25 до 11.12.25,,,,,,,,"26,00000","232,00000",,,,,,,,"9,00000",,,,"20,12000",,,,,,,,
п.42070 от 18.06.25 до 18.12.25,"36,30000","93,00000","0,32410","0,20100","-0,10400",,"0,23200","105,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,62883","26,00000","45,82453",РРМ 310,"39,28027","18,00000","46,22822","1,5","10,00000",H,"7,00000",,"1,18488","63,42214"
п.42071 от 19.06.25 до 19.12.25,"34,42000","91,50000","0,46100","-0,05900","-0,44400",,"0,11000","105,00000","232,00000","5,07000","1,00000","100,00000",Без дефектов,,,"1,61947","24,00000","45,72000",РРМ 310,"38,27647","17,50000","44,84296","1,5","10,00000",H,"6,00000",,"1,18000","63,20000"
п.42072 от 16.06.25 до 16.12.25,,,,,,,,"26,00000","232,00000",,,,,,,,,,,,"19,50000",,,,,,,,
п.42074 от 19.06.25 до 19.12.25,"38,00000","81,00000","0,42793","0,08100","-0,20100",,"-0,36900","105,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,59171","26,00000","44,32000",РРМ 310,"40,61372","18,00000","46,51105","1,5","10,00000",H,"7,00000",,"1,16000","61,60000"
п.42075 от 26.06.25 до 26.12.25,"75,00000","81,00000",,,,,,"8,00000",,,,"20,00000",Без дефектов,,"3,00000",,"7,00000",,,,"15,00000",,"1,5",,,,,"1,48000","71,60000"
п.42076 от 17.06.25 до 17.06.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,32000",
п.42077 от 18.06.25 до 18.06.26,,,,,,,,,,,,,,Соответствует,,,,,,,,,,,,,,"1,31000",
п.42078 от 19.06.25 до 19.12.25,"10,50000","57,00000",,,,,,"30,00000","232,00000","6,00000",,,Без дефектов,,,"1,52199","15,00000","38,94148",,"15,43318",,"17,41074",,,,,,"1,13000","52,45000"
п.42079 от 18.06.25 до 18.06.27,"79,84000",,,,,,,,,,,,,,,,"33,00000",,,,,,,,,,,"1,47000",
п.42080 от 17.06.25 до 17.12.25,"38,10000","83,00000","0,31574","0,06200","0,30600",,"-0,04700","33,00000","232,00000","4,66000","1,00000","110,00000",Без дефектов,,,"2,08254","29,00000","44,28250",РРМ 310,"45,43556","20,12000","61,89173","1,5","10,00000",F,"7,00000",,"1,38000","67,70000"
п.42081 от 18.06.25 до 18.06.27,"74,00000",,,,,,,,,,,,,,,,"28,00000",,,,,,,,,,,"1,44000",
п.42083 от 18.06.25 до 18.06.27,"70,70000",,,,,,,,,,,,,,,,"36,00000",,,,,,,,,,,"1,53000",
п.42085 от 19.06.25 до 19.06.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,95000",
п.42086 от 20.06.25 до 20.06.27,,,,,,,,,,,,,,,,,"80,00000",,,,,,,,,,,"1,34000",
п.42087 от 20.06.25 до 20.12.25,"30,80000","95,00000","0,61443","0,19400","-0,58300",,"0,00200","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,93050","24,00000","42,80000",Полиэфирный 1311Т34 ALBA,"42,13606","18,00000","53,62500","1,5","10,00000",F,"6,00000",,"1,30000","64,80000"
п.42088 от 18.06.25 до 18.12.25,"22,88000","68,50000",,,,,,"30,00000","224,00000","6,00000",,"15,00000",Без дефектов,,,"1,55803","17,00000","39,82102",,"15,04274",,"17,32753",,,,,,"1,15000","53,95000"
п.42089 от 20.06.25 до 20.12.25,"40,00000","81,50000","0,39800","0,03400","-0,27700",,"0,28400","33,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,62152",,"43,69375",Полиэфирный 1311Т34 ALBA,"41,19582","18,00000","47,45915","1,5","10,00000",F,"6,00000",,"1,17000","61,50000"
п.42090 от 20.06.25 до 20.12.25,"40,46000","84,00000","0,31200","0,09600","-0,16300",,"0,24800","33,00000","232,00000","5,55000",,"120,00000",Без дефектов,,,"1,82102","24,00000","48,15813",РРМ 310,"38,24032","18,20000","48,84679","1,5","10,00000",H,"7,00000",,"1,29000","67,85000"
п.42091 от 20.06.25 до 20.12.25,"41,30000","89,00000","0,34002","0,14000","0,19600",,"-0,24000","33,00000","232,00000","5,00000",,"110,00000",Без дефектов,,,"1,84754","26,00000","49,15563",РРМ 310,"36,55750","18,00000","48,23176","1,5","10,00000",F,"6,00000",,"1,31000","68,95000"
п.42092 от 17.06.25 до 17.12.25,"38,00000","91,00000","0,51400","-0,04200","0,51100",,"-0,03500","33,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,58522",,"42,93125",Полиэфирный 1311Т34 ALBA,"44,10911","19,00000","49,94875","1,5","10,00000",F,"6,00000",,"1,15000","60,30000"
п.42093 от 19.06.25 до 19.12.25,"37,90000","88,00000","0,29500","-0,12500","-0,05000",,"0,26200","30,00000","232,00000","6,21000",,"100,00000",Без дефектов,,,"1,80936","29,00000","48,96438",РРМ 310,"37,43538","18,33000","48,52302","1,5","10,00000",H,"7,00000",,"1,29000","68,35000"
п.42094 от 20.06.25 до 20.12.25,"86,10000","77,00000","0,36600","0,18500","0,06400",,"0,30900",,"232,00000",,,"110,00000",Без дефектов,,,"1,53637",,,,,"14,00000","38,06926","1,5",,,,,"1,16000","56,50000"
п.42095 от 18.06.25 до 18.12.25,"40,20000","84,50000","0,09600","-0,07600","0,04000",,"0,04300","32,00000","232,00000","5,49000",,"120,00000",Без дефектов,,"2,00000","1,82733","26,00000","50,54750",РРМ 310,"36,46046","18,40000","48,17018","1,5","10,00000",H,"7,00000",,"1,31000","69,80000"
п.42096 от 19.06.25 до 19.12.25,,,,,,,,,,,,,,,,,"4,00000",,,,,,,,,,,,
п.42098 от 19.06.25 до 19.12.25,"38,10000","115,00000",,,,,,"38,00000","232,00000","24,00000",,"50,00000",Без дефектов,Белый цвет жидкого продукта,,"1,74557",,"38,12500",,"62,95082",,"76,17049",,,,,,"1,21000","55,00000"
п.42099 от 18.06.25 до 18.12.25,"36,70000","93,00000","0,09000","-0,03200","-0,05800",,"-0,06100","105,00000","232,00000","5,00000",,"100,00000",Без дефектов,,,"1,60015","25,00000","43,59500",РРМ 310,"41,28914","18,00000","47,14022","1,5","10,00000",H,"7,00000",,"1,16000","61,10000"
п.42101 от 16.06.25 до 16.12.25,"40,80000","80,00000","0,32200","-0,10300","0,14600","0,33100","0,26800","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,65501","29,00000","48,12125",РРМ 310,"35,32743","17,00000","42,82375",1,"16,00000",F,"7,00000",,"1,21000","65,70000"
п.42103 от 17.06.25 до 17.12.25,"37,00000","84,00000","0,18600","-0,04100","-0,14100",,"0,11400","33,00000","232,00000","6,00000","1,00000","100,00000",Без дефектов,,,"1,61274","24,00000","44,42500",РРМ 310,"40,51773","18,00000","46,82150","1,5","10,00000",H,"6,00000",,"1,17000","62,00000"
п.42104 от 18.06.25 до 18.12.25,"39,80000","118,00000","0,23900","0,08700","0,04600",,"-0,21800","38,00000","249,00000","25,00000",,"110,00000",Без дефектов,,,"1,68447",,"50,96534",PPU 331,"49,69618","25,00000","63,27830","1,5","10,00000",H,,,"1,29000","66,55000"
п.42105 от 18.06.25 до 18.12.25,"42,00000","88,00000","0,10000","0,01200","0,01300",,"-0,09800","33,00000","232,00000","5,41000",,"120,00000",Без дефектов,,,"1,74839","27,00000","50,47000",РРМ 310,"34,63451","17,59000","44,70077","1,5","10,00000",H,"7,00000",,"1,27000","68,80000"
п.42106 от 18.06.25 до 18.12.25,"2,20000","88,00000","0,51400","0,51100","0,04400",,"0,02900","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,36574",,"49,40909",Полиэфирный 1311Т34 ALBA,"38,60362","19,00000","43,06900","1,5","10,00000",H,"7,00000",,"1,12000","60,25000"
п.42107 от 01.07.25 до 01.01.26,"81,90000","193,00000",,,,,,"480,00000",,,,"20,00000",Без дефектов,,,,"7,00000",,,,"5,00000",,"1,5",,,,,"1,38000","64,40000"
п.42108 от 20.06.25 до 20.12.25,"99,98000","74,00000",,,,,,"12,00000",,"9,00000",,"40,00000",Без дефектов,,"3,00000",,,,D'LAC WEF 3020,,"4,00000",,,,,,,"1,02000","44,95000"
п.42109 от 24.06.25 до 24.12.25,,"78,00000","0,46800","-0,08300","0,42000",,"0,18900","47,00000","232,00000",,,"100,00000",Без дефектов,,,"1,77595","15,00000","45,76136",,"30,59350","14,00000","39,46561","1,5","4,00000",F,,,"1,29000","63,00000"
п.42111 от 20.06.25 до 20.12.25,"39,60000","89,00000","0,29100","-0,05000","0,09800","0,07200","0,26900","30,00000","224,00000","6,00000",,"120,00000",Без дефектов,,,"1,63337","25,00000","50,01188",РРМ 310,"35,82892","18,00000","43,91431",1,"16,00000",F,"7,00000",,"1,21000","66,95000"
п.42112 от 23.06.25 до 23.12.25,"3,70000","100,00000","0,20300","0,16400","0,09300",,"0,07600","28,00000","232,00000","6,00000",,"100,00000",Без дефектов,,,"1,33013",,"48,87500",РРМ 310,"41,02564","20,00000","45,01279","1,5","10,00000",H,"7,00000",,"1,10000","59,10000"
п.42113 от 18.06.25 до 18.12.25,"37,00000","89,00000","0,41100","0,01200","-0,34500",,"0,22400","30,00000","232,00000","5,55000",,"100,00000",Без дефектов,,,"1,63956","27,00000","45,85500",РРМ 310,"39,95202","18,32000","47,22759","1,5","10,00000",H,"7,00000",,"1,19000","63,60000"
п.42114 от 19.06.25 до 19.12.25,"37,40000","93,00000","0,11000","0,01000","-0,03000",,"-0,10500","32,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,70624","29,00000","49,00500",РРМ 310,"40,87681","20,00000","50,85671","1,5","10,00000",H,"6,00000",,"1,24000","67,10000"
п.42115 от 19.06.25 до 19.12.25,"53,00000","81,00000","0,48000","-0,24900","0,31000",,"0,26700","47,00000","224,00000",,,"100,00000",Без дефектов,,,"1,80103","15,33333","44,51534",,"31,44983","14,00000","40,57028","1,5","4,00000",F,,,"1,29000","62,15000"
п.42116 от 19.06.25 до 19.12.25,"34,00000","98,00000","0,20800","0,04100","-0,08100",,"0,18700","38,00000","249,00000","6,00000",,"110,00000",Без дефектов,,,"2,12455","30,00000","38,56818",PPE 100,"46,67060","18,00000","63,47201","1,5","10,00000",F,"6,00000",,"1,36000","60,25000"
п.42117 от 18.06.25 до 18.12.25,"7,50000","58,00000",,,,,,"30,00000","232,00000","6,00000",,,Без дефектов,,,"1,55140","15,00000","38,72500",,"15,39089",,"17,66301",,,,,,"1,14000","52,70000"
п.42118 от 19.06.25 до 19.12.25,"2,80000","98,50000","0,28000","0,21900","-0,02700",,"-0,17200","33,00000","232,00000","6,00000",,"110,00000",Без дефектов,,,"1,31048",,"48,78239",Полиэфирный,"41,05052","20,00000","44,68826","1,5","10,00000",H,"7,00000",,"1,09000","58,65000"
п.42119 от 23.06.25 до 23.12.25,,"96,00000",,,,,,"78,00000","245,00000","13,20000",,"50,00000",Без дефектов,Белый цвет жидкого продукта,"1,00000","1,67462",,"39,01250",,"33,83531",,"40,26402",,,,,,"1,19000","54,90000"
п.42122 от 18.06.25 до 18.06.26,,,,,,,,,,,,,,Прозрачный,,,,,,,,,,,,,,,"70,30000"
п.42123 от 19.06.25 до 19.06.26,,,,,,,,,,,,,,Не соответствует,,,,,,,,,,,,,,,"69,88000"
п.42125 от 19.06.25 до 19.12.25,"101,00000","138,50000",,,,,,"12,00000",,,,"10,00000",Без дефектов,,,,,,,,"8,00000",,,,,,,"1,00000","38,75000"
п.42126 от 02.07.25 до 02.01.26,,"21,00000",,,,,,"4,00000",,,,,,,"2,00000",,"13,00000",,,,,,,,,,,,"19,10000"
п.42127 от 18.06.25 до 18.12.25,"7,10000","90,00000",,,,,,"12,00000",,,,,Без дефектов,,,,,,,,,,,,,,,"1,06000","44,05000"
